Invoice_ID,Entity,Type,Business_Unit,Amount_FCY,Currency,FX_Rate,Amount_USD,Functional_Currency,Transaction_Date,Due_Date,GL_Code
C5F2D7B3,UK PLC,AP,HR,128076.19,GBP,1.2655,162080.42,USD,2024-07-18,2024-10-14,4898
2EB8EAB7,UK PLC,Intercompany,Finance,50470.28,CAD,0.783,39518.23,USD,2024-03-05,2024-05-20,4997
F472D91D,CA Corp,AP,Finance,33907.24,EUR,1.0765,36501.14,USD,2024-07-17,2024-11-11,4454
8065E005,DE GmbH,AP,Sales,164466.16,USD,1.0,164466.16,USD,2025-04-01,2025-06-04,4025
FB9E02EC,JP Ltd,AR,Sales,19201.79,CNY,0.1521,2920.59,USD,2024-01-05,2024-04-14,4408
241A615B,DE GmbH,AP,Logistics,26685.98,CAD,0.7233,19301.97,USD,2025-05-17,2025-07-08,4722
575F3FDB,FR SAS,AP,Sales,23872.74,GBP,1.3452,32113.61,USD,2024-06-15,2024-07-04,4436
EC99DCC9,JP Ltd,Intercompany,Logistics,29823.9,EUR,1.149,34267.66,USD,2024-10-09,2024-11-19,4240
B6A4AA0E,CA Corp,Intercompany,IT,11288.19,CHF,1.083,12225.11,USD,2024-06-09,2024-06-29,4903
888A6449,US Inc,Intercompany,R&D,182575.03,CNY,0.1491,27221.94,USD,2024-09-05,2024-12-08,4866
7F925E85,US Inc,AR,Sales,47111.62,CAD,0.8077,38052.06,USD,2024-10-07,2024-11-26,4715
E48810A0,DE GmbH,AR,Sales,28311.77,CAD,0.8154,23085.42,USD,2024-08-14,2024-10-19,4329
FD0A9181,US Inc,AP,IT,38801.18,JPY,0.0069,267.73,USD,2025-02-15,2025-05-20,4619
F1122B65,FR SAS,Intercompany,Sales,11408.76,USD,1.0,11408.76,USD,2024-04-25,2024-07-17,4488
E6E5280C,FR SAS,AP,Manufacturing,111827.57,USD,1.0,111827.57,USD,2024-04-05,2024-06-15,4408
280C54D9,CA Corp,Intercompany,Sales,12665.1,CAD,0.7452,9438.03,USD,2025-06-24,2025-10-18,4437
86DD8309,CA Corp,AP,Logistics,58535.34,CHF,1.1194,65524.46,USD,2025-04-23,2025-07-04,4262
F2A25AA4,UK PLC,AR,Finance,3109.32,AUD,0.6941,2158.18,USD,2024-08-29,2024-12-21,4193
73396909,DE GmbH,AP,HR,16139.28,GBP,1.2754,20584.04,USD,2025-04-23,2025-06-12,4601
28E15F30,JP Ltd,AP,R&D,3710.41,EUR,1.0953,4064.01,USD,2024-06-03,2024-10-01,4947
A33B3C8B,JP Ltd,AP,IT,6920.64,GBP,1.2874,8909.63,USD,2025-06-24,2025-09-09,4287
43D84807,AU Pty,AP,IT,35686.78,CNY,0.1418,5060.39,USD,2024-07-26,2024-09-25,4185
A3B8A50C,FR SAS,AP,R&D,28653.71,CNY,0.1448,4149.06,USD,2025-02-28,2025-05-27,4242
0AA19CB7,US Inc,Intercompany,Finance,23778.99,CHF,1.0507,24984.58,USD,2024-07-24,2024-11-15,4636
735A739C,UK PLC,AR,IT,33587.85,GBP,1.3178,44262.07,USD,2024-09-29,2025-01-24,4084
E1F69819,FR SAS,AP,HR,4849.03,AUD,0.7274,3527.18,USD,2024-01-20,2024-03-16,4447
573D5000,UK PLC,AP,Sales,13486.83,JPY,0.0072,97.11,USD,2025-03-01,2025-04-08,4801
D9E50895,JP Ltd,AR,Manufacturing,4608.05,USD,1.0,4608.05,USD,2025-05-18,2025-07-13,4242
0F87147A,CA Corp,Intercompany,IT,35095.73,GBP,1.3338,46810.68,USD,2024-02-25,2024-06-04,4688
11BF86FC,CA Corp,Intercompany,Finance,60098.51,JPY,0.0071,426.7,USD,2025-02-27,2025-04-29,4628
B6996D8E,CA Corp,AP,Sales,18092.67,CHF,1.0827,19588.93,USD,2024-07-16,2024-08-12,4604
169C0459,DE GmbH,Intercompany,R&D,382387.01,USD,1.0,382387.01,USD,2024-11-08,2025-01-07,4272
17A1FA44,DE GmbH,AR,HR,47305.86,AUD,0.6542,30947.49,USD,2025-01-09,2025-05-05,4601
BA4D1C5C,JP Ltd,AP,HR,22338.32,CAD,0.7555,16876.6,USD,2024-08-02,2024-08-31,4148
F45A96A9,DE GmbH,AP,Manufacturing,105396.76,CAD,0.7996,84275.25,USD,2024-06-11,2024-07-13,4087
97762431,CA Corp,Intercompany,Manufacturing,20439.37,CNY,0.1544,3155.84,USD,2024-07-27,2024-08-28,4205
C897444E,JP Ltd,AR,Logistics,80792.36,CAD,0.7956,64278.4,USD,2024-11-30,2025-01-25,4127
FB5D74A9,UK PLC,AP,Manufacturing,49517.4,CNY,0.1416,7011.66,USD,2025-04-23,2025-06-14,4667
C0745365,DE GmbH,AP,Sales,65040.2,CNY,0.1529,9944.65,USD,2025-02-15,2025-03-04,4469
76311C5D,UK PLC,Intercompany,Logistics,55598.53,JPY,0.0068,378.07,USD,2024-07-28,2024-11-01,4323
E45844D0,CA Corp,AR,HR,17718.8,CNY,0.135,2392.04,USD,2025-06-26,2025-09-24,4846
7A20AC45,AU Pty,AR,Sales,22338.64,CHF,1.114,24885.24,USD,2024-01-23,2024-04-24,4493
1AB3F9A5,FR SAS,AR,Sales,9355.67,JPY,0.0067,62.68,USD,2025-01-18,2025-04-21,4517
6D328C9E,DE GmbH,AR,Finance,21510.59,CHF,1.0595,22790.47,USD,2024-10-31,2025-02-24,4041
446E24B4,FR SAS,AP,R&D,37688.25,USD,1.0,37688.25,USD,2024-07-05,2024-10-27,4415
F1AD1ACC,DE GmbH,AR,Sales,71675.38,GBP,1.2848,92088.53,USD,2024-03-03,2024-04-22,4925
8C6C9EE6,AU Pty,AP,R&D,24130.22,CNY,0.1376,3320.32,USD,2025-03-30,2025-06-07,4646
19CE9C62,AU Pty,AR,Manufacturing,35017.93,AUD,0.7148,25030.82,USD,2024-05-17,2024-08-11,4283
FFD7532D,AU Pty,AP,IT,3930.83,JPY,0.007,27.52,USD,2024-01-21,2024-05-07,4782
E0E4FF5E,CA Corp,Intercompany,R&D,46072.13,CHF,1.0842,49951.4,USD,2025-01-30,2025-03-09,4000
60B70E32,FR SAS,AR,Finance,23338.87,GBP,1.2879,30058.13,USD,2024-05-31,2024-06-27,4428
19AF3144,CA Corp,AP,Sales,16272.29,USD,1.0,16272.29,USD,2025-04-13,2025-07-13,4812
46F1891C,FR SAS,AR,HR,66110.42,EUR,1.0531,69620.88,USD,2025-05-29,2025-08-02,4330
C61A6490,FR SAS,Intercompany,R&D,8191.77,CHF,1.1336,9286.19,USD,2024-03-25,2024-06-20,4125
4A1EF4F7,AU Pty,AP,Logistics,11573.4,USD,1.0,11573.4,USD,2025-04-03,2025-06-04,4160
ED0DBB0B,UK PLC,AP,Sales,12236.66,AUD,0.6997,8561.99,USD,2024-09-21,2024-11-12,4362
7BCDBC0B,DE GmbH,AP,HR,36598.45,CAD,0.7654,28012.45,USD,2024-06-19,2024-07-21,4301
5DE28F94,DE GmbH,AR,R&D,15235.65,CAD,0.771,11746.69,USD,2024-04-18,2024-06-19,4436
70453E0C,UK PLC,AP,HR,6261.57,CAD,0.7753,4854.6,USD,2024-04-26,2024-06-12,4813
0DD80755,CA Corp,AR,Sales,10502.12,CAD,0.7984,8384.89,USD,2024-02-15,2024-03-03,4207
60746209,DE GmbH,Intercompany,Sales,74450.7,CAD,0.8089,60223.17,USD,2024-11-14,2025-02-03,4655
781A93FF,US Inc,AP,R&D,110533.08,GBP,1.3162,145483.64,USD,2025-06-17,2025-09-17,4225
E83A3B24,JP Ltd,AR,IT,47738.49,EUR,1.129,53896.76,USD,2024-05-02,2024-08-15,4456
BF8FC72C,FR SAS,AP,Logistics,25942.66,JPY,0.0073,189.38,USD,2025-03-22,2025-04-30,4085
B3F6B73A,FR SAS,AR,Sales,46117.59,EUR,1.1139,51370.38,USD,2024-04-10,2024-05-04,4464
1FB8C057,US Inc,Intercompany,Sales,18524.65,AUD,0.7176,13293.29,USD,2025-02-02,2025-02-21,4512
8ED5444D,FR SAS,AR,Manufacturing,2692.32,AUD,0.7255,1953.28,USD,2024-10-10,2024-11-22,4729
708DF784,JP Ltd,AP,IT,312354.09,JPY,0.0074,2311.42,USD,2024-02-13,2024-05-23,4242
4429F7CA,JP Ltd,Intercompany,Finance,11409.48,CHF,1.0809,12332.51,USD,2025-03-06,2025-06-27,4089
021E42FB,JP Ltd,AP,IT,5133.59,AUD,0.7308,3751.63,USD,2025-04-25,2025-06-01,4768
7A07ED08,DE GmbH,Intercompany,Sales,4769.07,CAD,0.7405,3531.5,USD,2025-03-29,2025-04-16,4448
A8A24C28,US Inc,AP,IT,20694.52,USD,1.0,20694.52,USD,2025-01-31,2025-04-13,4163
C5667DC9,FR SAS,AR,R&D,2437.24,GBP,1.2666,3087.01,USD,2024-06-15,2024-08-09,4564
8A5F9908,UK PLC,AP,Sales,7898.72,GBP,1.3499,10662.48,USD,2024-07-24,2024-09-29,4196
3D04E2A3,UK PLC,AR,HR,11017.0,JPY,0.0069,76.02,USD,2024-06-01,2024-06-21,4566
8606A6F9,US Inc,AP,HR,4521.1,CNY,0.1395,630.69,USD,2024-10-01,2024-10-20,4473
BA51E9D0,UK PLC,AR,HR,50964.56,CNY,0.1503,7659.97,USD,2024-06-04,2024-08-26,4395
BB19CE4E,US Inc,Intercompany,HR,10212.69,AUD,0.6971,7119.27,USD,2024-12-08,2025-03-28,4593
72BDC875,FR SAS,AP,Finance,123026.26,CHF,1.0781,132634.61,USD,2024-02-12,2024-05-11,4539
01EC333F,CA Corp,AR,Sales,9836.05,CHF,1.1284,11099.0,USD,2024-01-06,2024-02-03,4465
798DA86B,UK PLC,AR,IT,34390.49,CHF,1.1084,38118.42,USD,2024-11-29,2025-02-11,4187
732D912E,AU Pty,AR,R&D,46594.53,AUD,0.6887,32089.65,USD,2025-04-24,2025-05-15,4733
065B0B2B,CA Corp,Intercompany,HR,17618.88,USD,1.0,17618.88,USD,2024-03-25,2024-06-30,4755
4BE7CA72,UK PLC,AR,IT,27455.86,CNY,0.1486,4079.94,USD,2025-03-16,2025-06-25,4751
EB4E9BA8,US Inc,AR,Logistics,49880.42,EUR,1.0744,53591.52,USD,2024-06-15,2024-09-12,4588
F2E93441,UK PLC,AP,R&D,15104.64,GBP,1.2898,19481.96,USD,2025-03-14,2025-04-26,4576
183ABBB9,UK PLC,Intercompany,IT,2935.23,EUR,1.111,3261.04,USD,2024-09-24,2024-11-14,4211
01233F6A,DE GmbH,AP,R&D,8974.63,EUR,1.0712,9613.62,USD,2024-10-07,2025-01-07,4580
B1AA58E1,CA Corp,AR,Finance,40837.28,EUR,1.1049,45121.11,USD,2025-04-26,2025-07-18,4284
9FFA8DFC,AU Pty,AR,Logistics,49980.66,USD,1.0,49980.66,USD,2024-02-24,2024-05-26,4824
CCE60193,FR SAS,Intercompany,R&D,37069.01,JPY,0.0069,255.78,USD,2024-02-24,2024-06-05,4012
CE0B62E9,AU Pty,Intercompany,Finance,10933.48,EUR,1.0985,12010.43,USD,2024-06-06,2024-08-11,4096
FA7AC1FB,US Inc,AR,Logistics,56078.23,GBP,1.2665,71023.08,USD,2024-08-02,2024-08-29,4913
4A7D9053,JP Ltd,Intercompany,Finance,34671.72,CNY,0.1508,5228.5,USD,2024-02-23,2024-05-11,4731
4CD06715,AU Pty,Intercompany,IT,22628.99,GBP,1.3382,30282.11,USD,2024-07-20,2024-10-10,4994
24656DA5,JP Ltd,AR,IT,7549.55,CHF,1.0508,7933.07,USD,2024-11-09,2025-02-07,4682
DD518E8E,FR SAS,AP,HR,14217.36,EUR,1.0568,15024.91,USD,2024-04-26,2024-07-04,4571
80C07E9C,DE GmbH,AP,HR,61779.66,GBP,1.3478,83266.63,USD,2025-05-10,2025-06-18,4320
AD1DA3B9,US Inc,AR,HR,14696.78,JPY,0.0068,99.94,USD,2024-07-30,2024-09-27,4887
F0A3589C,FR SAS,AP,Logistics,27042.68,USD,1.0,27042.68,USD,2024-01-28,2024-03-24,4309
CA643AC2,FR SAS,AP,IT,24509.37,CNY,0.1408,3450.92,USD,2024-03-17,2024-05-03,4405
8FD009F9,DE GmbH,AR,Sales,35931.32,AUD,0.7406,26610.74,USD,2025-06-28,2025-08-02,4814
9A3E6956,FR SAS,AP,Finance,70732.35,EUR,1.0946,77423.63,USD,2025-03-12,2025-05-08,4859
FBA7B962,JP Ltd,Intercompany,Finance,26182.04,CHF,1.1462,30009.85,USD,2025-03-30,2025-06-10,4440
943F4E45,UK PLC,AP,R&D,3830.89,CHF,1.0853,4157.66,USD,2024-02-03,2024-04-27,4187
8E1271D1,CA Corp,Intercompany,Finance,8985.94,USD,1.0,8985.94,USD,2025-01-24,2025-02-26,4691
D302DA17,UK PLC,Intercompany,HR,33123.11,CAD,0.7802,25842.65,USD,2024-03-10,2024-07-05,4204
9133DC2B,DE GmbH,Intercompany,Finance,22784.93,USD,1.0,22784.93,USD,2024-04-10,2024-07-28,4933
661E4BD5,JP Ltd,AR,HR,121538.71,CAD,0.7454,90594.95,USD,2024-12-06,2025-03-03,4061
484CA08E,JP Ltd,AP,Finance,14911.85,USD,1.0,14911.85,USD,2024-10-08,2025-01-04,4130
BBEAA083,AU Pty,AP,Manufacturing,69441.45,USD,1.0,69441.45,USD,2024-06-13,2024-09-12,4352
DF7F8309,DE GmbH,Intercompany,Manufacturing,263260.38,AUD,0.7275,191521.93,USD,2024-05-09,2024-06-23,4573
6A23393D,US Inc,AP,IT,15691.61,JPY,0.007,109.84,USD,2024-10-29,2024-12-16,4016
F0C4FB8C,DE GmbH,Intercompany,Logistics,117443.23,EUR,1.1033,129575.12,USD,2024-02-11,2024-04-23,4031
D6E85179,UK PLC,Intercompany,Finance,3236.43,GBP,1.2686,4105.74,USD,2024-06-29,2024-08-15,4486
56463128,FR SAS,Intercompany,Finance,27598.14,GBP,1.2508,34519.75,USD,2024-12-26,2025-04-23,4358
4DD7CB99,FR SAS,Intercompany,Logistics,111471.64,CAD,0.754,84049.62,USD,2025-06-19,2025-08-30,4780
C8EA76B1,DE GmbH,AP,Sales,3279.29,EUR,1.0711,3512.45,USD,2025-05-11,2025-08-13,4809
65569D32,US Inc,Intercompany,Manufacturing,10590.35,CAD,0.7383,7818.86,USD,2024-02-13,2024-04-04,4273
73607A63,CA Corp,Intercompany,Sales,11191.73,USD,1.0,11191.73,USD,2024-04-21,2024-08-15,4244
3DDC2362,DE GmbH,AP,HR,56399.64,JPY,0.007,394.8,USD,2024-12-22,2025-03-14,4053
2F7E0790,US Inc,Intercompany,HR,15727.11,JPY,0.0072,113.24,USD,2025-02-27,2025-05-10,4976
0365D72E,JP Ltd,Intercompany,Logistics,162520.35,AUD,0.6513,105849.5,USD,2025-06-12,2025-07-25,4764
C4CF5DF4,UK PLC,AR,Finance,160433.1,AUD,0.7411,118896.97,USD,2024-01-14,2024-02-23,4674
434F141A,FR SAS,AP,IT,6926.79,GBP,1.3262,9186.31,USD,2024-11-08,2024-12-24,4207
22B8DADF,FR SAS,AR,HR,61564.74,CHF,1.1476,70651.7,USD,2024-06-04,2024-08-31,4614
3C7CDE79,UK PLC,AP,IT,7693.71,JPY,0.0074,56.93,USD,2024-01-25,2024-03-06,4328
2278C5B2,JP Ltd,AP,Manufacturing,10381.71,CNY,0.146,1515.73,USD,2025-01-17,2025-04-22,4570
300B2182,CA Corp,Intercompany,Manufacturing,32375.25,GBP,1.3183,42680.29,USD,2025-02-11,2025-04-21,4356
7B8B378E,UK PLC,AP,Logistics,26006.41,EUR,1.0865,28255.96,USD,2024-03-12,2024-06-09,4270
9FBFD1B3,DE GmbH,Intercompany,IT,112250.79,CAD,0.734,82392.08,USD,2024-11-28,2025-01-30,4201
671BE866,JP Ltd,AP,HR,91093.71,CNY,0.1539,14019.32,USD,2024-10-20,2025-02-01,4702
9826FA58,CA Corp,Intercompany,Finance,46223.8,CHF,1.0735,49621.25,USD,2024-02-21,2024-05-29,4698
30F20811,DE GmbH,Intercompany,R&D,91922.95,CNY,0.1457,13393.17,USD,2025-03-23,2025-07-21,4282
07525E0F,AU Pty,AP,Finance,116390.87,USD,1.0,116390.87,USD,2024-12-03,2025-03-30,4381
F6691515,JP Ltd,AR,Sales,18800.95,USD,1.0,18800.95,USD,2025-02-04,2025-02-28,4092
3D527882,UK PLC,AR,Finance,177045.83,USD,1.0,177045.83,USD,2025-06-24,2025-09-18,4604
335F677B,JP Ltd,Intercompany,R&D,116288.42,CHF,1.1166,129847.65,USD,2024-03-08,2024-06-17,4565
56238265,DE GmbH,AP,Sales,25444.77,GBP,1.3291,33818.64,USD,2024-02-28,2024-05-09,4637
74127439,UK PLC,Intercompany,Manufacturing,43341.34,GBP,1.2609,54649.1,USD,2024-10-14,2024-11-16,4327
819106B5,JP Ltd,AR,Finance,46396.29,CAD,0.7473,34671.95,USD,2025-04-20,2025-07-22,4697
68AB1364,JP Ltd,Intercompany,IT,36968.58,EUR,1.0889,40255.09,USD,2025-02-04,2025-05-04,4045
05DEDAF7,DE GmbH,AR,HR,82823.74,CHF,1.0725,88828.46,USD,2025-06-23,2025-08-18,4637
EA0A38D5,UK PLC,Intercompany,R&D,37199.4,GBP,1.294,48136.02,USD,2025-04-05,2025-05-03,4628
CB623933,UK PLC,AR,HR,5236.21,AUD,0.6566,3438.1,USD,2024-04-04,2024-05-17,4953
D057F5C0,DE GmbH,AP,R&D,24138.49,EUR,1.0822,26122.67,USD,2024-02-01,2024-03-24,4550
5B269AC4,DE GmbH,AP,R&D,1751.91,AUD,0.6954,1218.28,USD,2024-09-13,2024-10-30,4564
867DA8C1,AU Pty,Intercompany,R&D,246154.37,USD,1.0,246154.37,USD,2025-03-13,2025-06-25,4375
FAC778B0,US Inc,Intercompany,R&D,9847.25,AUD,0.7348,7235.76,USD,2024-02-27,2024-05-27,4219
14007943,JP Ltd,AR,Finance,2617.83,CHF,1.0734,2809.98,USD,2024-01-10,2024-02-11,4300
6CEB2F6D,FR SAS,AR,Manufacturing,26066.48,CNY,0.1389,3620.63,USD,2025-05-14,2025-09-03,4993
55505309,US Inc,AR,R&D,55578.75,USD,1.0,55578.75,USD,2024-05-05,2024-07-04,4179
9076ED17,DE GmbH,AP,Finance,3155.1,AUD,0.6869,2167.24,USD,2025-06-29,2025-08-07,4097
45C16E9E,AU Pty,Intercompany,IT,6357.55,AUD,0.7343,4668.35,USD,2025-03-01,2025-05-14,4540
29FC8929,US Inc,AR,HR,35869.68,GBP,1.2972,46530.15,USD,2024-07-29,2024-09-03,4128
FE72DD28,CA Corp,AP,IT,47659.6,AUD,0.7379,35168.02,USD,2024-10-27,2024-12-16,4969
73CBD36F,AU Pty,AP,IT,9308.41,CHF,1.0691,9951.62,USD,2024-02-11,2024-02-27,4374
1350F926,DE GmbH,Intercompany,HR,48146.43,EUR,1.1404,54906.19,USD,2024-09-01,2024-10-27,4543
E28DA6A3,UK PLC,AR,R&D,40378.21,AUD,0.7031,28389.92,USD,2024-07-19,2024-08-21,4000
B7C8582F,UK PLC,AP,Logistics,12683.59,CAD,0.7444,9441.66,USD,2024-12-22,2025-03-18,4610
80B16B8B,CA Corp,AP,Logistics,4308.38,CAD,0.7326,3156.32,USD,2025-06-27,2025-10-10,4559
2282099E,UK PLC,AR,IT,9003.71,CHF,1.0517,9469.2,USD,2025-04-13,2025-05-29,4278
6F78E262,JP Ltd,AR,Logistics,5374.39,CNY,0.1457,783.05,USD,2025-05-01,2025-05-30,4773
0698FBB0,JP Ltd,Intercompany,Logistics,18240.08,CHF,1.1084,20217.3,USD,2024-06-21,2024-09-22,4115
B698EE4D,US Inc,Intercompany,IT,24611.34,JPY,0.0071,174.74,USD,2024-01-20,2024-03-12,4546
9BFFBA15,CA Corp,Intercompany,Manufacturing,38849.35,JPY,0.0074,287.49,USD,2025-03-02,2025-05-23,4450
17EEB602,UK PLC,AP,Logistics,15334.97,USD,1.0,15334.97,USD,2024-07-31,2024-10-28,4734
C8C9A45A,US Inc,Intercompany,Logistics,10680.12,AUD,0.655,6995.48,USD,2024-11-09,2025-03-07,4042
7723FEE0,UK PLC,AP,IT,5711.86,CAD,0.731,4175.37,USD,2024-02-10,2024-04-07,4406
588FEBF3,FR SAS,AR,Logistics,32949.49,GBP,1.2966,42722.31,USD,2025-02-11,2025-04-13,4224
9AA180EF,CA Corp,AP,Manufacturing,31975.14,CHF,1.0908,34878.48,USD,2025-06-24,2025-07-16,4284
BC8C1B0B,DE GmbH,AP,HR,184210.33,CNY,0.1477,27207.87,USD,2024-08-28,2024-11-06,4723
3628CF7C,AU Pty,Intercompany,Sales,5609.52,AUD,0.7074,3968.17,USD,2024-05-13,2024-09-04,4414
8A40ED33,DE GmbH,AR,Manufacturing,23690.18,GBP,1.312,31081.52,USD,2024-12-23,2025-02-08,4966
29423EBC,JP Ltd,Intercompany,Logistics,81547.26,JPY,0.007,570.83,USD,2024-09-28,2024-12-12,4532
685F2A49,AU Pty,AP,Sales,73235.96,JPY,0.007,512.65,USD,2025-02-09,2025-03-11,4044
8D446371,CA Corp,AR,R&D,16104.45,CNY,0.1445,2327.09,USD,2024-01-27,2024-05-16,4918
4B5393C4,CA Corp,AR,HR,9909.61,JPY,0.007,69.37,USD,2024-04-13,2024-06-14,4964
BF1C4AE0,DE GmbH,Intercompany,IT,64510.75,CHF,1.0976,70807.0,USD,2024-01-24,2024-05-19,4557
046C43C0,AU Pty,AR,Manufacturing,37294.39,EUR,1.1221,41848.04,USD,2024-08-07,2024-09-30,4791
1CF670FE,AU Pty,Intercompany,R&D,48231.29,CNY,0.1494,7205.75,USD,2024-03-12,2024-06-07,4585
6E403285,UK PLC,AR,Sales,24439.7,USD,1.0,24439.7,USD,2024-11-25,2025-03-10,4927
56955FCB,AU Pty,Intercompany,IT,9627.25,EUR,1.1174,10757.49,USD,2025-03-27,2025-07-07,4410
6CCE70A6,DE GmbH,AR,HR,12430.59,AUD,0.6846,8509.98,USD,2025-02-17,2025-05-18,4702
E22A04E6,DE GmbH,AP,Manufacturing,26894.79,CNY,0.1493,4015.39,USD,2024-01-12,2024-03-09,4585
33376C7D,FR SAS,Intercompany,Logistics,2776.63,GBP,1.2699,3526.04,USD,2025-04-13,2025-05-06,4448
ABD08D59,UK PLC,AP,Manufacturing,7802.49,CNY,0.1473,1149.31,USD,2025-05-06,2025-05-22,4996
42187FB0,AU Pty,Intercompany,R&D,156039.97,CNY,0.1357,21174.62,USD,2025-04-22,2025-07-15,4692
8BA1B6EB,US Inc,AP,R&D,11164.91,CNY,0.1524,1701.53,USD,2024-04-21,2024-06-09,4234
F57D20E3,UK PLC,AR,Logistics,24060.1,CHF,1.0507,25279.95,USD,2024-08-23,2024-10-25,4944
40F36C1D,US Inc,AR,Finance,31160.45,CNY,0.1386,4318.84,USD,2024-09-19,2024-10-21,4125
5DF822F0,DE GmbH,Intercompany,Manufacturing,58660.77,JPY,0.0072,422.36,USD,2024-04-15,2024-07-27,4666
EAA66C85,DE GmbH,AR,HR,1683.68,GBP,1.3224,2226.5,USD,2024-12-01,2024-12-28,4271
B38BCDE5,AU Pty,AP,Sales,5005.02,CNY,0.1442,721.72,USD,2024-02-09,2024-04-16,4233
BB67ACE2,AU Pty,Intercompany,Logistics,3537.63,GBP,1.3354,4724.15,USD,2024-03-24,2024-05-26,4236
29E40FF2,JP Ltd,AP,Finance,13563.89,EUR,1.0973,14883.66,USD,2025-02-14,2025-04-19,4786
D7172832,JP Ltd,AP,R&D,34645.93,CAD,0.8112,28104.78,USD,2025-04-25,2025-07-08,4889
4DE4C596,FR SAS,AR,R&D,14185.69,USD,1.0,14185.69,USD,2024-09-06,2024-10-24,4259
BB96421D,FR SAS,Intercompany,HR,6490.16,AUD,0.6627,4301.03,USD,2024-04-16,2024-07-31,4149
DE5869BC,JP Ltd,AP,Sales,20825.31,JPY,0.0074,154.11,USD,2024-08-23,2024-11-06,4492
C91B041D,DE GmbH,AP,Manufacturing,4928.26,GBP,1.2509,6164.76,USD,2024-08-11,2024-11-28,4963
BA009FA8,US Inc,AR,Manufacturing,2011.28,CNY,0.1364,274.34,USD,2024-02-15,2024-06-04,4235
BFE695A9,US Inc,AP,Manufacturing,16979.29,CHF,1.1072,18799.47,USD,2025-05-21,2025-06-15,4532
65025A5D,UK PLC,AR,Sales,39609.13,GBP,1.3291,52644.49,USD,2025-01-23,2025-05-14,4427
64E34EBA,US Inc,AR,Sales,10845.84,AUD,0.6837,7415.3,USD,2024-09-09,2024-12-07,4558
586C6E4A,AU Pty,Intercompany,HR,4604.35,USD,1.0,4604.35,USD,2024-05-01,2024-05-26,4384
44BE0C6A,US Inc,AP,Logistics,24955.68,CAD,0.7784,19425.5,USD,2024-03-21,2024-07-08,4474
DB1A0B0F,AU Pty,Intercompany,Sales,36297.11,JPY,0.0069,250.45,USD,2024-03-03,2024-03-27,4867
6F3A4079,AU Pty,Intercompany,Logistics,9261.91,GBP,1.306,12096.05,USD,2024-09-02,2024-10-18,4172
C989DE1C,AU Pty,AR,R&D,13617.06,GBP,1.2559,17101.67,USD,2024-11-11,2025-01-04,4682
79C172DC,DE GmbH,AR,HR,11729.96,JPY,0.0066,77.42,USD,2024-05-23,2024-08-15,4174
E8613273,AU Pty,Intercompany,Manufacturing,81165.06,CNY,0.1371,11127.73,USD,2025-02-27,2025-04-08,4025
B3245367,US Inc,AR,IT,41493.36,JPY,0.0069,286.3,USD,2024-09-16,2024-12-23,4368
0029F995,FR SAS,AP,R&D,16995.4,JPY,0.0071,120.67,USD,2025-03-17,2025-05-15,4935
124D73D3,FR SAS,Intercompany,Finance,168225.58,JPY,0.007,1177.58,USD,2024-05-16,2024-07-02,4296
805B0333,CA Corp,Intercompany,IT,243352.91,CNY,0.1492,36308.25,USD,2024-03-15,2024-06-02,4371
6A85BF01,JP Ltd,Intercompany,IT,10988.62,EUR,1.1398,12524.83,USD,2024-06-10,2024-08-10,4095
F6A498F5,JP Ltd,AR,R&D,21269.41,CAD,0.729,15505.4,USD,2024-08-19,2024-12-14,4175
0D67CB3E,CA Corp,AR,Sales,27729.63,AUD,0.7037,19513.34,USD,2025-02-08,2025-02-26,4578
3F6F9F68,DE GmbH,Intercompany,Finance,11065.46,CNY,0.1395,1543.63,USD,2024-02-25,2024-06-08,4469
ED6594AA,JP Ltd,AR,Finance,45849.7,AUD,0.6777,31072.34,USD,2025-04-09,2025-05-29,4326
D4F649ED,CA Corp,Intercompany,HR,17365.97,AUD,0.6559,11390.34,USD,2024-09-28,2024-11-23,4997
3A567075,CA Corp,Intercompany,IT,2946.82,USD,1.0,2946.82,USD,2024-11-11,2025-01-26,4194
6AD5C8DD,UK PLC,AP,Sales,51955.21,AUD,0.6673,34669.71,USD,2025-04-06,2025-05-09,4176
10086F91,JP Ltd,AR,Manufacturing,7167.57,EUR,1.1067,7932.35,USD,2024-06-23,2024-08-13,4338
89EA63FA,JP Ltd,Intercompany,Logistics,35674.54,EUR,1.1259,40165.96,USD,2024-09-15,2024-10-08,4375
38058B12,JP Ltd,Intercompany,Logistics,20154.37,USD,1.0,20154.37,USD,2024-06-06,2024-09-22,4601
6DFC2786,UK PLC,AP,R&D,10727.87,USD,1.0,10727.87,USD,2024-06-08,2024-08-20,4210
F2390E12,AU Pty,Intercompany,Manufacturing,48911.71,GBP,1.3314,65121.05,USD,2025-04-30,2025-05-31,4146
045CE42E,UK PLC,AR,Logistics,37685.43,CAD,0.7263,27370.93,USD,2024-09-10,2024-09-26,4295
EB4A648D,FR SAS,Intercompany,Manufacturing,14324.9,GBP,1.3453,19271.29,USD,2024-09-24,2024-10-14,4598
846B5604,JP Ltd,AP,Logistics,32104.03,CHF,1.0615,34078.43,USD,2024-04-15,2024-05-09,4386
A86FE766,AU Pty,AP,IT,722735.46,CAD,0.7401,534896.51,USD,2024-04-16,2024-07-19,4867
