Invoice_ID,Entity,Type,Business_Unit,Amount_FCY,Currency,FX_Rate,Amount_USD,Functional_Currency,Transaction_Date,Due_Date,GL_Code
67C7322E,JP Ltd,Intercompany,R&D,3960.74,AUD,0.6592,2610.92,USD,2025-06-08,2025-08-09,4251
8F6792C4,AU Pty,Intercompany,Logistics,56416.0,CHF,1.0628,59958.92,USD,2025-06-29,2025-07-29,4383
A4BFECAA,FR SAS,AR,HR,57158.76,CAD,0.7659,43777.89,USD,2025-05-08,2025-06-09,4600
FCCBBC9A,CA Corp,AP,R&D,4055.58,JPY,0.007,28.39,USD,2025-06-04,2025-06-30,4303
BADF59C4,FR SAS,AP,Manufacturing,54608.61,AUD,0.7009,38275.17,USD,2025-05-26,2025-06-20,4283
2DDFB4A1,JP Ltd,AR,Finance,80399.37,JPY,0.0066,530.64,USD,2025-06-21,2025-07-19,4322
4F1D5399,JP Ltd,Intercompany,Logistics,39923.3,CAD,0.7444,29718.9,USD,2025-05-08,2025-07-14,4002
47EC28C7,JP Ltd,AR,IT,5789.45,AUD,0.7377,4270.88,USD,2025-05-16,2025-07-28,4490
BFB753F6,JP Ltd,AR,Finance,20054.9,CNY,0.1393,2793.65,USD,2025-06-13,2025-09-03,4854
003E2FDF,DE GmbH,AP,R&D,1322.28,EUR,1.1455,1514.67,USD,2025-06-25,2025-07-25,4197
FC93F2EA,CA Corp,AR,IT,3363.62,CNY,0.1521,511.61,USD,2025-06-13,2025-07-06,4956
304A2F87,FR SAS,AP,IT,11426.98,EUR,1.1379,13002.76,USD,2025-06-11,2025-07-16,4000
E97F057E,FR SAS,AP,Sales,15681.22,EUR,1.1485,18009.88,USD,2025-06-18,2025-07-20,4544
121AEDCB,UK PLC,AP,HR,53711.08,AUD,0.7019,37699.81,USD,2025-06-10,2025-08-31,4019
A54275CA,JP Ltd,AP,Manufacturing,14721.73,CAD,0.7842,11544.78,USD,2025-05-25,2025-06-20,4790
C45B262B,FR SAS,AR,Finance,16253.53,CNY,0.1357,2205.6,USD,2025-05-07,2025-06-19,4771
6867E0EB,CA Corp,Intercompany,Logistics,29202.69,CNY,0.1504,4392.08,USD,2025-06-03,2025-08-01,4765
203D49C8,US Inc,AP,R&D,9050.65,AUD,0.6776,6132.72,USD,2025-05-17,2025-07-02,4382
CF7BA717,JP Ltd,Intercompany,R&D,54534.65,AUD,0.6997,38157.89,USD,2025-05-27,2025-06-23,4864
3EB3D067,US Inc,AP,Finance,14522.32,JPY,0.0073,106.01,USD,2025-05-07,2025-07-05,4463
9392E776,DE GmbH,Intercompany,Sales,30783.2,CAD,0.7677,23632.26,USD,2025-05-05,2025-06-13,4775
4EF5AA88,UK PLC,Intercompany,HR,30154.15,EUR,1.1029,33257.01,USD,2025-05-23,2025-06-30,4527
82AA4BBA,UK PLC,AP,Logistics,17101.16,CNY,0.1512,2585.7,USD,2025-05-27,2025-08-04,4907
6BB9377B,DE GmbH,AP,Logistics,8972.09,GBP,1.2613,11316.5,USD,2025-06-19,2025-07-17,4034
4DC50594,DE GmbH,Intercompany,Finance,48019.6,USD,1.0,48019.6,USD,2025-05-14,2025-07-24,4334
857E721C,UK PLC,AR,R&D,2892.78,JPY,0.0071,20.54,USD,2025-05-11,2025-07-23,4611
DDAE60CB,DE GmbH,AP,Logistics,6905.66,AUD,0.6536,4513.54,USD,2025-06-30,2025-08-09,4534
FD4B23D0,FR SAS,AR,IT,16389.28,AUD,0.7327,12008.43,USD,2025-05-27,2025-07-02,4571
BE960F22,JP Ltd,Intercompany,Manufacturing,97062.26,USD,1.0,97062.26,USD,2025-06-19,2025-09-12,4919
10B91EFE,AU Pty,AR,HR,37759.91,CHF,1.0946,41332.0,USD,2025-05-30,2025-08-10,4558
1A9C9861,DE GmbH,AR,IT,14180.35,USD,1.0,14180.35,USD,2025-06-16,2025-08-29,4196
DAE1FD5D,FR SAS,Intercompany,Logistics,7088.05,EUR,1.1372,8060.53,USD,2025-05-02,2025-06-19,4751
C6ECEA2B,DE GmbH,Intercompany,IT,14021.95,CAD,0.7377,10343.99,USD,2025-05-10,2025-05-29,4403
7F1EDB96,JP Ltd,AR,R&D,227866.52,AUD,0.6861,156339.22,USD,2025-05-19,2025-06-23,4492
C7C269E8,FR SAS,AP,Manufacturing,25985.04,CAD,0.7588,19717.45,USD,2025-05-08,2025-06-26,4435
5A3E1384,JP Ltd,AR,Logistics,4792.1,CNY,0.1523,729.84,USD,2025-05-19,2025-08-13,4985
3240B212,AU Pty,AP,HR,84961.63,USD,1.0,84961.63,USD,2025-06-17,2025-08-19,4204
B13AC9B4,CA Corp,AR,Sales,52455.66,AUD,0.6845,35905.9,USD,2025-06-03,2025-08-16,4462
09839B0B,CA Corp,AP,HR,10575.11,EUR,1.0936,11564.94,USD,2025-05-31,2025-06-15,4832
E364934D,US Inc,Intercompany,Manufacturing,25190.9,CNY,0.1366,3441.08,USD,2025-06-22,2025-07-19,4184
3154B3D6,CA Corp,Intercompany,IT,9802.4,CAD,0.7674,7522.36,USD,2025-05-16,2025-08-13,4104
0752D6A2,DE GmbH,AP,Sales,76046.42,AUD,0.6794,51665.94,USD,2025-06-16,2025-08-30,4266
03BC1311,FR SAS,AR,HR,24866.73,JPY,0.0068,169.09,USD,2025-06-05,2025-08-04,4317
B40E9764,UK PLC,AP,R&D,124220.55,AUD,0.6959,86445.08,USD,2025-05-28,2025-08-14,4532
9DA945B5,FR SAS,AP,R&D,10948.88,USD,1.0,10948.88,USD,2025-06-10,2025-07-19,4355
8A738ADD,FR SAS,AP,Sales,2561.38,CAD,0.804,2059.35,USD,2025-05-03,2025-08-01,4712
F95C2354,UK PLC,AP,R&D,65016.09,CNY,0.1387,9017.73,USD,2025-05-07,2025-06-07,4049
BC4C8E90,AU Pty,AR,Manufacturing,6877.9,CHF,1.1332,7794.04,USD,2025-05-10,2025-07-19,4871
D535E5F5,CA Corp,AP,Finance,73105.71,CAD,0.8,58484.57,USD,2025-06-19,2025-07-21,4532
CB536190,FR SAS,AP,Sales,3984.08,USD,1.0,3984.08,USD,2025-06-14,2025-07-01,4992
294C7376,US Inc,Intercompany,HR,61356.11,JPY,0.0067,411.09,USD,2025-05-12,2025-06-05,4102
355F9009,UK PLC,Intercompany,Logistics,77856.86,EUR,1.076,83773.98,USD,2025-06-18,2025-08-17,4127
A615AD2C,UK PLC,Intercompany,Finance,1584.15,USD,1.0,1584.15,USD,2025-05-11,2025-06-24,4221
951C4E69,JP Ltd,Intercompany,Manufacturing,42172.13,CHF,1.1452,48295.52,USD,2025-05-09,2025-06-14,4328
8C95DD66,UK PLC,AP,Sales,60728.28,USD,1.0,60728.28,USD,2025-06-22,2025-07-14,4333
E5AD6411,DE GmbH,Intercompany,IT,2648.62,AUD,0.7206,1908.6,USD,2025-05-01,2025-06-06,4141
83BEEED8,DE GmbH,AP,HR,161738.46,CNY,0.1543,24956.24,USD,2025-05-08,2025-06-22,4746
DF66612E,CA Corp,AR,IT,9318.99,USD,1.0,9318.99,USD,2025-06-22,2025-08-25,4185
8332FB23,US Inc,AP,Logistics,39698.89,JPY,0.0068,269.95,USD,2025-06-11,2025-08-08,4408
B26A429F,UK PLC,AR,Finance,3226.44,CAD,0.7428,2396.6,USD,2025-06-03,2025-07-15,4202
2022E8A3,US Inc,AP,Manufacturing,13246.15,JPY,0.0073,96.7,USD,2025-06-28,2025-08-02,4790
CCFA1B98,JP Ltd,AP,IT,11055.77,GBP,1.3016,14390.19,USD,2025-05-15,2025-05-31,4242
B784834D,DE GmbH,AR,HR,16116.75,EUR,1.0505,16930.65,USD,2025-06-19,2025-09-06,4834
D5C72DEA,CA Corp,AR,Sales,6875.47,USD,1.0,6875.47,USD,2025-05-11,2025-05-31,4557
60D474BB,US Inc,AP,Sales,11991.71,JPY,0.0068,81.54,USD,2025-06-17,2025-07-16,4133
20DC01AB,AU Pty,AR,IT,17687.16,USD,1.0,17687.16,USD,2025-06-22,2025-09-17,4638
F52F57B5,DE GmbH,AP,Sales,150701.24,JPY,0.0065,979.56,USD,2025-06-15,2025-07-18,4594
819F80AF,DE GmbH,Intercompany,Sales,49757.74,CAD,0.8128,40443.09,USD,2025-05-24,2025-07-17,4569
754D5FA0,JP Ltd,AP,HR,5799.7,USD,1.0,5799.7,USD,2025-06-21,2025-08-18,4097
316DE315,FR SAS,AR,Sales,13698.54,CNY,0.1407,1927.38,USD,2025-06-10,2025-08-17,4190
48FC692C,UK PLC,AR,Sales,24893.2,AUD,0.6893,17158.88,USD,2025-06-01,2025-08-23,4357
B65564B5,JP Ltd,AR,Logistics,65104.63,CAD,0.7986,51992.56,USD,2025-05-26,2025-06-20,4247
2CCE91FF,CA Corp,AR,Finance,31406.53,GBP,1.2997,40819.07,USD,2025-05-19,2025-07-21,4226
56F2B445,DE GmbH,AP,Logistics,22496.61,USD,1.0,22496.61,USD,2025-06-08,2025-07-22,4894
8C30D58E,JP Ltd,AP,Logistics,108944.58,CHF,1.1262,122693.39,USD,2025-06-23,2025-08-28,4034
B80994AD,US Inc,AP,HR,13757.23,CNY,0.143,1967.28,USD,2025-05-04,2025-06-15,4171
EB1AE642,DE GmbH,AR,IT,21097.39,GBP,1.2641,26669.21,USD,2025-05-05,2025-06-26,4787
9D8B3056,CA Corp,Intercompany,IT,16025.49,GBP,1.3065,20937.3,USD,2025-06-13,2025-09-02,4556
1C9DA4CC,JP Ltd,AP,IT,8159.48,CAD,0.785,6405.19,USD,2025-05-21,2025-08-02,4062
306E31C5,FR SAS,AP,Sales,67708.72,GBP,1.2864,87100.5,USD,2025-05-06,2025-07-28,4640
AE869754,CA Corp,AP,Sales,23433.03,CHF,1.067,25003.04,USD,2025-05-12,2025-08-02,4512
5A6D2425,FR SAS,Intercompany,HR,44061.95,JPY,0.0068,299.62,USD,2025-06-29,2025-08-01,4719
9057353A,DE GmbH,Intercompany,Finance,15361.65,CNY,0.1517,2330.36,USD,2025-05-19,2025-07-23,4608
05CC24A6,AU Pty,AP,Sales,33925.43,USD,1.0,33925.43,USD,2025-05-02,2025-07-20,4982
CD6F5C9D,CA Corp,AR,Logistics,16422.69,CAD,0.7885,12949.29,USD,2025-06-19,2025-08-09,4534
A28ECA68,DE GmbH,Intercompany,HR,8661.37,CAD,0.7869,6815.63,USD,2025-06-27,2025-09-15,4204
A8AEE97B,AU Pty,AR,Sales,40838.98,GBP,1.2522,51138.57,USD,2025-06-11,2025-07-19,4117
B80E0E73,UK PLC,AR,Manufacturing,22192.55,EUR,1.066,23657.26,USD,2025-06-20,2025-09-02,4093
DFC47145,FR SAS,AP,Finance,16483.01,AUD,0.7172,11821.61,USD,2025-06-30,2025-09-24,4156
ADD6F859,CA Corp,AR,HR,27015.27,AUD,0.6841,18481.15,USD,2025-05-20,2025-07-22,4574
FC18FD9A,AU Pty,AR,IT,17263.36,GBP,1.3362,23067.3,USD,2025-05-05,2025-06-02,4169
A5782D37,AU Pty,AR,R&D,4369.91,CHF,1.1422,4991.31,USD,2025-06-09,2025-07-07,4706
DB5A339C,CA Corp,Intercompany,Manufacturing,52105.83,EUR,1.1165,58176.16,USD,2025-05-15,2025-06-03,4951
441B0816,DE GmbH,AR,Finance,32870.64,JPY,0.0066,216.95,USD,2025-06-09,2025-08-30,4487
43F63E6F,JP Ltd,AR,R&D,21546.06,EUR,1.1412,24588.36,USD,2025-05-15,2025-07-29,4330
2E1B4634,UK PLC,AP,Manufacturing,13495.3,GBP,1.3434,18129.59,USD,2025-06-12,2025-08-04,4797
B7E2B5D1,JP Ltd,AP,Manufacturing,36099.83,USD,1.0,36099.83,USD,2025-06-03,2025-06-20,4206
1BCF7565,US Inc,AP,Manufacturing,9029.15,CNY,0.1475,1331.8,USD,2025-06-29,2025-09-10,4673
3D349281,AU Pty,Intercompany,Sales,163407.43,CAD,0.8113,132572.45,USD,2025-05-31,2025-07-18,4950
A2F202E2,CA Corp,AP,IT,966.06,EUR,1.0776,1041.03,USD,2025-05-22,2025-07-29,4369
F055EE78,JP Ltd,AR,Finance,12143.82,CHF,1.0909,13247.69,USD,2025-06-13,2025-07-17,4122
BB3D9779,UK PLC,AP,R&D,145297.31,USD,1.0,145297.31,USD,2025-05-16,2025-06-05,4571
DC91A5CA,UK PLC,Intercompany,Logistics,6677.64,AUD,0.6901,4608.24,USD,2025-06-25,2025-09-03,4999
14F38B1F,CA Corp,AP,Logistics,63730.08,JPY,0.0066,420.62,USD,2025-05-01,2025-05-25,4279
B0CE4E1F,US Inc,AP,Logistics,22888.18,USD,1.0,22888.18,USD,2025-06-19,2025-08-27,4852
2D63A748,JP Ltd,AR,Manufacturing,24299.78,GBP,1.3092,31813.27,USD,2025-06-14,2025-08-12,4595
BC978115,DE GmbH,AP,Finance,9781.92,USD,1.0,9781.92,USD,2025-05-22,2025-07-06,4935
02B5EE1C,FR SAS,AP,Logistics,39574.45,CAD,0.7297,28877.48,USD,2025-06-10,2025-07-21,4071
B152E77E,AU Pty,Intercompany,R&D,17102.34,USD,1.0,17102.34,USD,2025-05-11,2025-05-31,4313
DCB004A6,FR SAS,AR,Manufacturing,97243.49,CAD,0.7938,77191.88,USD,2025-06-19,2025-08-12,4260
7269C75A,JP Ltd,AP,HR,105126.81,AUD,0.7044,74051.32,USD,2025-06-08,2025-08-22,4864
D7B7CC6D,UK PLC,Intercompany,IT,18772.25,EUR,1.0679,20046.89,USD,2025-06-11,2025-07-22,4375
1046E649,FR SAS,AP,IT,52289.76,USD,1.0,52289.76,USD,2025-05-11,2025-05-26,4203
B1949DE4,FR SAS,AR,R&D,5955.19,USD,1.0,5955.19,USD,2025-05-16,2025-06-24,4343
2FA8D085,US Inc,AR,Manufacturing,38613.14,JPY,0.0072,278.01,USD,2025-05-24,2025-08-01,4532
C7375C88,US Inc,AP,IT,64426.13,CAD,0.7553,48661.06,USD,2025-05-17,2025-07-10,4799
27C38E69,DE GmbH,Intercompany,Finance,24600.17,CAD,0.7409,18226.27,USD,2025-06-16,2025-07-30,4584
BA0F0A65,UK PLC,AR,Logistics,105705.9,USD,1.0,105705.9,USD,2025-05-21,2025-08-03,4499
54E4DCC4,CA Corp,AR,HR,72778.0,CHF,1.0525,76598.85,USD,2025-06-14,2025-09-04,4532
BD81CB50,JP Ltd,Intercompany,Manufacturing,8048.4,CAD,0.7448,5994.45,USD,2025-05-21,2025-08-04,4745
80D4E43B,CA Corp,Intercompany,IT,12024.48,CAD,0.7622,9165.06,USD,2025-05-03,2025-07-04,4754
E5A51BDF,US Inc,AP,R&D,8168.76,USD,1.0,8168.76,USD,2025-06-02,2025-07-25,4834
0908B467,DE GmbH,Intercompany,Logistics,23241.1,JPY,0.0069,160.36,USD,2025-05-28,2025-07-31,4824
4C3A4748,US Inc,Intercompany,IT,39850.06,JPY,0.0065,259.03,USD,2025-05-25,2025-07-29,4011
9EB4D8B5,US Inc,AP,Finance,25018.7,CHF,1.1001,27523.07,USD,2025-06-21,2025-07-17,4489
CDF282CB,JP Ltd,AR,Sales,12658.49,CAD,0.7204,9119.18,USD,2025-06-25,2025-08-23,4054
0D89C534,DE GmbH,AP,Finance,17958.14,GBP,1.3011,23365.34,USD,2025-06-28,2025-07-27,4664
11AD5A91,CA Corp,AP,IT,17544.91,AUD,0.7091,12441.1,USD,2025-06-01,2025-08-12,4105
54C0B640,US Inc,Intercompany,IT,10029.39,CHF,1.0887,10919.0,USD,2025-06-15,2025-07-29,4385
552BA2DF,UK PLC,Intercompany,Finance,123399.87,CAD,0.7241,89353.85,USD,2025-06-25,2025-07-24,4014
05997890,UK PLC,Intercompany,Logistics,17101.74,CHF,1.0918,18671.68,USD,2025-05-23,2025-07-02,4362
EE7B9347,FR SAS,AR,R&D,48972.0,EUR,1.0549,51660.56,USD,2025-05-25,2025-08-11,4175
F1943BCC,AU Pty,Intercompany,IT,27389.13,EUR,1.0849,29714.47,USD,2025-05-20,2025-07-23,4594
BCC469AA,JP Ltd,AP,Finance,25857.33,JPY,0.007,181.0,USD,2025-05-09,2025-07-18,4326
C280B73D,DE GmbH,AP,Sales,7282.96,JPY,0.0069,50.25,USD,2025-06-12,2025-08-16,4655
7DB037EB,US Inc,AR,IT,86272.07,USD,1.0,86272.07,USD,2025-05-02,2025-06-10,4625
8FE394A6,FR SAS,AP,Manufacturing,21768.31,USD,1.0,21768.31,USD,2025-05-06,2025-07-15,4455
55B3792E,CA Corp,AR,Finance,11962.19,USD,1.0,11962.19,USD,2025-06-27,2025-08-03,4635
40BCBEC0,CA Corp,AP,Sales,23164.35,CNY,0.1425,3300.92,USD,2025-06-18,2025-08-11,4795
419B66BC,FR SAS,AR,Manufacturing,55321.1,JPY,0.0067,370.65,USD,2025-05-10,2025-07-11,4083
48F4DACB,US Inc,AR,Manufacturing,14342.43,CAD,0.7491,10743.91,USD,2025-05-12,2025-07-21,4719
EC416A9F,FR SAS,Intercompany,Manufacturing,5453.09,CNY,0.1468,800.51,USD,2025-06-10,2025-08-08,4571
4D9714E3,FR SAS,AR,Finance,63149.33,CHF,1.0779,68068.66,USD,2025-06-18,2025-08-02,4792
48792B3D,CA Corp,AP,Sales,8015.65,CHF,1.0589,8487.77,USD,2025-06-10,2025-07-17,4232
0E26532E,US Inc,AR,IT,6697.43,CHF,1.1017,7378.56,USD,2025-05-24,2025-07-17,4329
0143EA60,JP Ltd,AR,Logistics,43582.61,GBP,1.2926,56334.88,USD,2025-05-31,2025-07-01,4883
D4527589,UK PLC,Intercompany,HR,12947.59,AUD,0.7223,9352.04,USD,2025-05-03,2025-06-27,4013
7E670A3E,FR SAS,AP,Finance,18509.87,CHF,1.0536,19502.0,USD,2025-06-13,2025-08-27,4319
DD3F2B1E,AU Pty,AR,IT,28158.57,CHF,1.0675,30059.27,USD,2025-06-26,2025-08-27,4415
3AAAB04F,CA Corp,AP,Sales,5834.64,EUR,1.0636,6205.72,USD,2025-05-16,2025-06-21,4658
B0B01D5E,US Inc,AR,Manufacturing,21983.29,USD,1.0,21983.29,USD,2025-06-15,2025-08-15,4095
0BF84FFC,AU Pty,Intercompany,R&D,61453.41,JPY,0.0068,417.88,USD,2025-05-17,2025-07-15,4175
4C6684E1,US Inc,Intercompany,R&D,66906.35,JPY,0.007,468.34,USD,2025-06-02,2025-07-01,4597
6B522E25,JP Ltd,AP,Logistics,38901.85,CAD,0.8128,31619.42,USD,2025-06-22,2025-07-24,4668
DFA3288C,US Inc,AR,IT,34855.17,CHF,1.1265,39264.35,USD,2025-05-25,2025-07-04,4037
208816F8,US Inc,AP,Finance,19265.91,JPY,0.0073,140.64,USD,2025-05-03,2025-05-28,4105
37F4C911,UK PLC,Intercompany,Finance,23266.79,GBP,1.2809,29802.43,USD,2025-05-20,2025-06-24,4325
73C4B3FB,AU Pty,AR,R&D,65827.19,JPY,0.0065,427.88,USD,2025-06-19,2025-08-25,4067
824C7D90,AU Pty,AR,R&D,14533.06,CHF,1.0654,15483.52,USD,2025-05-13,2025-06-10,4925
430DCE8F,FR SAS,AR,IT,9201.35,JPY,0.0075,69.01,USD,2025-06-05,2025-07-15,4039
9A440292,FR SAS,AR,R&D,14322.05,CAD,0.7628,10924.86,USD,2025-06-15,2025-08-01,4713
7EFC54B5,JP Ltd,Intercompany,Manufacturing,41607.98,JPY,0.0068,282.93,USD,2025-06-18,2025-07-23,4844
A40FE8E4,UK PLC,AP,R&D,25626.14,AUD,0.6616,16954.25,USD,2025-05-05,2025-05-26,4469
E838A44F,DE GmbH,Intercompany,IT,72253.73,CAD,0.7983,57680.15,USD,2025-05-06,2025-07-14,4569
E7B7CFAC,FR SAS,Intercompany,IT,86565.52,EUR,1.1317,97966.2,USD,2025-05-16,2025-08-08,4542
4070C424,US Inc,AR,HR,37310.77,CNY,0.1365,5092.92,USD,2025-05-01,2025-06-22,4681
B1F63148,DE GmbH,Intercompany,R&D,51524.27,USD,1.0,51524.27,USD,2025-06-30,2025-09-26,4798
FCF4D4C6,FR SAS,Intercompany,IT,13356.81,GBP,1.2595,16822.9,USD,2025-06-30,2025-09-26,4417
40F6B3CE,JP Ltd,Intercompany,R&D,18022.97,USD,1.0,18022.97,USD,2025-05-29,2025-07-29,4757
F69D74AC,JP Ltd,AP,R&D,44894.07,GBP,1.3006,58389.23,USD,2025-06-14,2025-07-02,4794
E083252A,US Inc,Intercompany,R&D,7086.91,JPY,0.0072,51.03,USD,2025-06-04,2025-06-30,4604
FB023FD5,AU Pty,Intercompany,Logistics,22144.63,CHF,1.0555,23373.66,USD,2025-05-22,2025-07-31,4314
9468AAE2,DE GmbH,AR,Sales,51695.9,CAD,0.7913,40906.97,USD,2025-06-16,2025-08-04,4554
B5CA3ACE,FR SAS,AR,Logistics,107260.81,JPY,0.0067,718.65,USD,2025-05-21,2025-07-25,4829
69B90774,AU Pty,Intercompany,IT,56079.04,JPY,0.007,392.55,USD,2025-05-03,2025-07-13,4933
054D8F33,US Inc,AP,Sales,14830.69,AUD,0.7302,10829.37,USD,2025-05-06,2025-06-13,4559
B02FFB19,UK PLC,Intercompany,Sales,7898.71,EUR,1.121,8854.45,USD,2025-05-09,2025-08-07,4944
C52A77E3,JP Ltd,AP,Manufacturing,49247.05,USD,1.0,49247.05,USD,2025-05-25,2025-06-14,4796
58D946BC,CA Corp,Intercompany,Logistics,30775.82,JPY,0.0074,227.74,USD,2025-06-29,2025-08-22,4866
7D6D95F9,DE GmbH,AR,IT,142332.39,EUR,1.0684,152067.93,USD,2025-05-27,2025-06-20,4468
EF55108E,US Inc,Intercompany,IT,17180.65,CHF,1.0863,18663.34,USD,2025-06-03,2025-07-06,4079
F932CA6E,UK PLC,AR,Sales,39542.33,USD,1.0,39542.33,USD,2025-06-16,2025-07-04,4833
5B75E1A3,JP Ltd,AR,Finance,6234.55,EUR,1.0509,6551.89,USD,2025-06-29,2025-07-26,4176
03502E06,FR SAS,AR,R&D,71548.2,CHF,1.1259,80556.12,USD,2025-06-18,2025-09-13,4820
DE348E35,DE GmbH,AR,HR,9187.65,CHF,1.065,9784.85,USD,2025-06-19,2025-08-07,4589
F83A2B50,FR SAS,Intercompany,HR,13159.13,CNY,0.1417,1864.65,USD,2025-05-24,2025-07-18,4175
9590CEE1,CA Corp,AR,IT,25350.89,CAD,0.7428,18830.64,USD,2025-06-04,2025-08-04,4996
9B1EE59F,CA Corp,AP,Sales,34257.37,CAD,0.7261,24874.28,USD,2025-05-07,2025-05-29,4963
5F192F91,CA Corp,AR,Finance,18090.94,GBP,1.3018,23550.79,USD,2025-06-16,2025-08-06,4769
62800545,JP Ltd,AR,Logistics,71441.6,USD,1.0,71441.6,USD,2025-06-16,2025-07-26,4100
2FCD327B,JP Ltd,AP,Logistics,54339.06,GBP,1.2984,70553.84,USD,2025-06-18,2025-07-25,4318
64F84A26,JP Ltd,Intercompany,HR,49672.03,CNY,0.1378,6844.81,USD,2025-05-14,2025-07-08,4478
46E66F24,AU Pty,Intercompany,HR,38933.32,CHF,1.0696,41643.08,USD,2025-05-28,2025-07-14,4326
E7D7E8C7,CA Corp,AR,Manufacturing,25756.96,AUD,0.7412,19091.06,USD,2025-05-12,2025-07-14,4658
43D9763A,FR SAS,AP,Logistics,6122.59,AUD,0.7391,4525.21,USD,2025-05-19,2025-07-08,4324
215C705D,CA Corp,Intercompany,HR,13610.41,GBP,1.2817,17444.46,USD,2025-06-29,2025-09-07,4744
F521569D,US Inc,AP,HR,81569.16,JPY,0.007,570.98,USD,2025-06-30,2025-07-28,4166
701B4DB1,FR SAS,AP,Logistics,10626.95,GBP,1.3123,13945.75,USD,2025-05-30,2025-07-23,4830
CE7CD153,JP Ltd,AR,Finance,7331.27,JPY,0.0068,49.85,USD,2025-05-12,2025-07-31,4219
A48AAF71,CA Corp,AR,Manufacturing,14448.93,AUD,0.6935,10020.33,USD,2025-06-08,2025-07-17,4105
3BF0A4E5,CA Corp,AR,Manufacturing,34512.55,GBP,1.2877,44441.81,USD,2025-06-06,2025-07-16,4703
CF1688F0,CA Corp,AP,IT,47234.41,EUR,1.1216,52978.11,USD,2025-06-17,2025-07-26,4748
B3475128,DE GmbH,Intercompany,IT,16943.24,USD,1.0,16943.24,USD,2025-06-19,2025-07-29,4834
3361718D,US Inc,AR,Finance,17786.99,EUR,1.0701,19033.86,USD,2025-05-10,2025-08-05,4987
E90860EA,CA Corp,AR,Logistics,23117.12,EUR,1.1105,25671.56,USD,2025-05-18,2025-07-14,4148
B08ED384,CA Corp,AP,HR,7009.7,AUD,0.7216,5058.2,USD,2025-05-16,2025-07-30,4435
920EF562,US Inc,AP,Finance,7356.92,CAD,0.7919,5825.94,USD,2025-05-24,2025-07-12,4912
385DE2F7,JP Ltd,AR,Manufacturing,3979.05,CAD,0.7599,3023.68,USD,2025-06-05,2025-08-16,4922
A3EC9B9C,DE GmbH,AR,IT,14303.67,JPY,0.0072,102.99,USD,2025-06-02,2025-07-22,4443
0CE203E7,CA Corp,AR,Logistics,18579.64,GBP,1.3207,24538.13,USD,2025-06-05,2025-07-23,4015
F2372C5F,JP Ltd,AR,IT,88269.12,USD,1.0,88269.12,USD,2025-05-29,2025-07-08,4437
6584F5BD,DE GmbH,AR,Logistics,10220.33,CNY,0.146,1492.17,USD,2025-06-09,2025-08-13,4072
B3B7391B,AU Pty,Intercompany,Finance,77763.2,USD,1.0,77763.2,USD,2025-05-12,2025-08-10,4464
CF1F8B26,CA Corp,AP,HR,21278.39,JPY,0.0073,155.33,USD,2025-06-14,2025-07-01,4869
20BD6D72,FR SAS,AP,Finance,81045.08,JPY,0.0068,551.11,USD,2025-06-10,2025-08-30,4937
67B53076,JP Ltd,Intercompany,Manufacturing,10226.66,GBP,1.3227,13526.8,USD,2025-05-02,2025-07-23,4452
8234163C,AU Pty,Intercompany,Finance,35201.23,GBP,1.306,45972.81,USD,2025-05-07,2025-06-29,4601
BCCF1D1E,DE GmbH,AP,Finance,3972.65,CHF,1.1131,4421.96,USD,2025-06-26,2025-07-29,4242
E49DE98B,DE GmbH,AP,Finance,15467.94,CAD,0.7259,11228.18,USD,2025-06-05,2025-07-15,4933
C92E0366,DE GmbH,AP,R&D,4448.75,AUD,0.7378,3282.29,USD,2025-05-11,2025-07-29,4556
F7AB8ABC,AU Pty,AP,Finance,72720.99,EUR,1.0925,79447.68,USD,2025-05-29,2025-07-18,4650
B79F7A9E,FR SAS,AP,Logistics,53158.33,GBP,1.2636,67170.87,USD,2025-06-15,2025-08-05,4563
24EDED39,UK PLC,AP,HR,3647.15,CAD,0.8002,2918.45,USD,2025-06-02,2025-07-26,4485
06C3EB30,CA Corp,AP,R&D,16273.89,EUR,1.1326,18431.81,USD,2025-06-14,2025-09-04,4989
B0B6494E,UK PLC,AR,Sales,183612.23,CAD,0.8102,148762.63,USD,2025-05-12,2025-07-29,4993
51033F56,UK PLC,Intercompany,Sales,55225.87,JPY,0.0068,375.54,USD,2025-06-05,2025-08-30,4922
9AB10DCC,CA Corp,AP,Finance,13002.93,GBP,1.2644,16440.9,USD,2025-06-13,2025-09-05,4352
F203BED4,JP Ltd,AP,Sales,11813.06,CHF,1.0553,12466.32,USD,2025-06-13,2025-08-09,4353
18243EA9,JP Ltd,AP,Sales,33764.67,GBP,1.2946,43711.74,USD,2025-05-11,2025-06-21,4198
E5A309EC,US Inc,Intercompany,Sales,5548.58,JPY,0.0067,37.18,USD,2025-05-02,2025-05-23,4360
F6E240F9,US Inc,AP,Logistics,11667.35,CAD,0.7242,8449.49,USD,2025-06-05,2025-08-18,4447
F1227480,UK PLC,Intercompany,Manufacturing,13234.28,CAD,0.7231,9569.71,USD,2025-06-12,2025-08-07,4374
951466F6,US Inc,AP,IT,27954.72,CAD,0.769,21497.18,USD,2025-05-21,2025-06-17,4037
B3E1F9B3,US Inc,Intercompany,Sales,10712.19,CNY,0.1472,1576.83,USD,2025-06-13,2025-08-16,4424
